ROWID,Country,SourceYear,Crop name,Area,Production,Yield,Percentage of area under irrigation ( % ),Comments,YearCode,Year
495,India,2012-13,Tur (Arhar),3890.00,3020.00,776.00,3.93,,2012,"Financial Year (Apr - Mar), 2012"
496,India,1953-54,Maize,3870.00,3040.00,786.00,11.50,,1953,"Financial Year (Apr - Mar), 1953"
497,India,1984-85,Rapeseed & Mustard,3990.00,3070.00,771.00,53.26,,1984,"Financial Year (Apr - Mar), 1984"
498,India,1989-90,Onion,300.00,3070.00,10176.00,,,1989,"Financial Year (Apr - Mar), 1989"
499,India,1956-57,Maize,3760.00,3080.00,819.00,13.12,,1956,"Financial Year (Apr - Mar), 1956"
500,India,2007-08,Tur (Arhar),3730.00,3080.00,826.00,4.31,,2007,"Financial Year (Apr - Mar), 2007"
501,India,1984-85,Onion,280.00,3100.00,11139.00,,,1984,"Financial Year (Apr - Mar), 1984"
502,India,2005-06,Cotton,8680.00,3145.00,362.00,37.25,,2005,"Financial Year (Apr - Mar), 2005"
503,India,1957-58,Maize,4080.00,3150.00,772.00,13.39,,1957,"Financial Year (Apr - Mar), 1957"
504,India,2013-14,Tur (Arhar),3900.00,3170.00,813.00,4.27,,2013,"Financial Year (Apr - Mar), 2013"
505,India,1951-52,Groundnut,4920.00,3190.00,649.00,,,1951,"Financial Year (Apr - Mar), 1951"
506,India,1952-53,Bajra,10770.00,3190.00,296.00,3.33,,1952,"Financial Year (Apr - Mar), 1952"
507,India,1990-91,Onion,300.00,3230.00,10686.00,,,1990,"Financial Year (Apr - Mar), 1990"
508,India,1974-75,Bajra,11290.00,3270.00,290.00,5.54,,1974,"Financial Year (Apr - Mar), 1974"
509,India,2014-15,Guarseed,5344.80,3275.90,613.00,,,2014,"Financial Year (Apr - Mar), 2014"
510,India,1960-61,Bajra,11470.00,3280.00,286.00,2.79,,1960,"Financial Year (Apr - Mar), 1960"
511,India,1987-88,Bajra,8710.00,3300.00,378.00,8.37,,1987,"Financial Year (Apr - Mar), 1987"
512,India,2018-19,Tur (Arhar),4550.00,3320.00,729.00,5.19,,2018,"Financial Year (Apr - Mar), 2018"
513,India,1988-89,Onion,320.00,3350.00,10620.00,,,1988,"Financial Year (Apr - Mar), 1988"
514,India,1979-80,Gram,6990.00,3360.00,481.00,18.61,,1979,"Financial Year (Apr - Mar), 1979"
515,India,1962-63,Potato,410.00,3370.00,8152.00,,,1962,"Financial Year (Apr - Mar), 1962"
516,India,1951-52,Gram,6830.00,3390.00,496.00,15.12,,1951,"Financial Year (Apr - Mar), 1951"
517,India,1992-93,Soybean,3790.00,3390.00,894.00,,,1992,"Financial Year (Apr - Mar), 1992"
518,India,1955-56,Bajra,11340.00,3430.00,302.00,3.60,,1955,"Financial Year (Apr - Mar), 1955"
519,India,1953-54,Groundnut,4250.00,3450.00,811.00,1.54,,1953,"Financial Year (Apr - Mar), 1953"
520,India,1987-88,Rapeseed & Mustard,4620.00,3450.00,748.00,54.71,,1987,"Financial Year (Apr - Mar), 1987"
521,India,1958-59,Maize,4270.00,3460.00,810.00,10.47,,1958,"Financial Year (Apr - Mar), 1958"
522,India,1950-51,Groundnut,4490.00,3480.00,775.00,,,1950,"Financial Year (Apr - Mar), 1950"
523,India,2018-19,Jowar,4090.00,3480.00,849.00,10.10,,2018,"Financial Year (Apr - Mar), 2018"
524,India,1959-60,Bajra,10700.00,3490.00,327.00,2.76,,1959,"Financial Year (Apr - Mar), 1959"
525,India,1992-93,Onion,320.00,3490.00,10791.00,,,1992,"Financial Year (Apr - Mar), 1992"
526,India,1954-55,Bajra,11370.00,3520.00,310.00,3.64,,1954,"Financial Year (Apr - Mar), 1954"
527,India,1966-67,Potato,470.00,3520.00,7440.00,,,1966,"Financial Year (Apr - Mar), 1966"
528,India,1991-92,Onion,320.00,3580.00,11088.00,,,1991,"Financial Year (Apr - Mar), 1991"
529,India,2013-14,Guarseed,5958.70,3585.30,602.00,,,2013,"Financial Year (Apr - Mar), 2013"
530,India,1964-65,Potato,430.00,3610.00,8395.00,,,1964,"Financial Year (Apr - Mar), 1964"
531,India,1957-58,Bajra,11170.00,3620.00,324.00,2.94,,1957,"Financial Year (Apr - Mar), 1957"
532,India,1966-67,Gram,8000.00,3620.00,453.00,18.78,,1966,"Financial Year (Apr - Mar), 1966"
533,India,1997-98,Onion,400.00,3620.00,9091.00,,,1997,"Financial Year (Apr - Mar), 1997"
534,India,1987-88,Gram,5770.00,3630.00,629.00,19.23,,1987,"Financial Year (Apr - Mar), 1987"
535,India,1950-51,Gram,7570.00,3650.00,482.00,12.48,,1950,"Financial Year (Apr - Mar), 1950"
536,India,1961-62,Bajra,11280.00,3650.00,323.00,2.59,,1961,"Financial Year (Apr - Mar), 1961"
537,India,1985-86,Bajra,10650.00,3660.00,344.00,5.10,,1985,"Financial Year (Apr - Mar), 1985"
538,India,1965-66,Bajra,11970.00,3750.00,314.00,2.76,,1965,"Financial Year (Apr - Mar), 1965"
539,India,2008-09,Cotton,9410.00,3787.60,403.00,35.78,,2008,"Financial Year (Apr - Mar), 2008"
540,India,1968-69,Bajra,12050.00,3800.00,315.00,4.09,,1968,"Financial Year (Apr - Mar), 1968"
541,India,2006-07,Cotton,9140.00,3847.10,421.00,37.74,,2006,"Financial Year (Apr - Mar), 2006"
542,India,1955-56,Groundnut,5130.00,3860.00,752.00,1.70,,1955,"Financial Year (Apr - Mar), 1955"
543,India,2000-01,Gram,5190.00,3860.00,744.00,30.66,,2000,"Financial Year (Apr - Mar), 2000"
544,India,1958-59,Bajra,11430.00,3870.00,338.00,3.02,,1958,"Financial Year (Apr - Mar), 1958"
545,India,1963-64,Bajra,11100.00,3880.00,349.00,2.29,,1963,"Financial Year (Apr - Mar), 1963"
546,India,2002-03,Rapeseed & Mustard,4540.00,3880.00,854.00,70.58,,2002,"Financial Year (Apr - Mar), 2002"
547,India,2019-20,Tur (Arhar),4530.00,3890.00,859.00,,,2019,"Financial Year (Apr - Mar), 2019"
548,India,1969-70,Potato,500.00,3910.00,7888.00,,,1969,"Financial Year (Apr - Mar), 1969"
549,India,1972-73,Bajra,11820.00,3930.00,333.00,4.55,,1972,"Financial Year (Apr - Mar), 1972"
550,India,1994-95,Soybean,4320.00,3930.00,911.00,,,1994,"Financial Year (Apr - Mar), 1994"
551,India,1979-80,Bajra,10580.00,3950.00,373.00,5.97,,1979,"Financial Year (Apr - Mar), 1979"
552,India,1962-63,Bajra,10960.00,3960.00,361.00,2.68,,1962,"Financial Year (Apr - Mar), 1962"
553,India,1993-94,Onion,370.00,4010.00,10902.00,,,1993,"Financial Year (Apr - Mar), 1993"
554,India,1974-75,Gram,7040.00,4020.00,570.00,17.55,,1974,"Financial Year (Apr - Mar), 1974"
555,India,1994-95,Onion,380.00,4040.00,10661.00,,,1994,"Financial Year (Apr - Mar), 1994"
556,India,1959-60,Maize,4340.00,4070.00,938.00,9.94,,1959,"Financial Year (Apr - Mar), 1959"
557,India,1960-61,Maize,4410.00,4080.00,925.00,12.63,,1960,"Financial Year (Apr - Mar), 1960"
558,India,1965-66,Potato,480.00,4080.00,8513.00,,,1965,"Financial Year (Apr - Mar), 1965"
559,India,1995-96,Onion,400.00,4080.00,10316.00,,,1995,"Financial Year (Apr - Mar), 1995"
560,India,2009-10,Cotton,10130.00,4083.40,403.00,35.97,,2009,"Financial Year (Apr - Mar), 2009"
561,India,1972-73,Groundnut,6990.00,4090.00,585.00,6.64,,1972,"Financial Year (Apr - Mar), 1972"
562,India,1973-74,Gram,7760.00,4100.00,528.00,15.78,,1973,"Financial Year (Apr - Mar), 1973"
563,India,1991-92,Gram,5580.00,4120.00,739.00,24.23,,1991,"Financial Year (Apr - Mar), 1991"
564,India,2002-03,Groundnut,5940.00,4120.00,694.00,15.98,,2002,"Financial Year (Apr - Mar), 2002"
565,India,1989-90,Rapeseed & Mustard,4970.00,4130.00,831.00,61.62,,1989,"Financial Year (Apr - Mar), 1989"
566,India,1996-97,Onion,400.00,4180.00,10348.00,,,1996,"Financial Year (Apr - Mar), 1996"
567,India,2000-01,Rapeseed & Mustard,4480.00,4190.00,936.00,66.10,,2000,"Financial Year (Apr - Mar), 2000"
568,India,1952-53,Gram,7260.00,4210.00,580.00,14.60,,1952,"Financial Year (Apr - Mar), 1952"
569,India,2002-03,Onion,420.00,4210.00,9912.00,,,2002,"Financial Year (Apr - Mar), 2002"
570,India,1965-66,Gram,8020.00,4220.00,527.00,16.35,,1965,"Financial Year (Apr - Mar), 1965"
571,India,1989-90,Gram,6470.00,4220.00,652.00,20.97,,1989,"Financial Year (Apr - Mar), 1989"
572,India,1967-68,Potato,500.00,4230.00,8441.00,,,1967,"Financial Year (Apr - Mar), 1967"
573,India,2002-03,Gram,5910.00,4240.00,717.00,32.24,,2002,"Financial Year (Apr - Mar), 2002"
574,India,2015-16,Jowar,6080.00,4240.00,697.00,10.26,,2015,"Financial Year (Apr - Mar), 2015"
575,India,1954-55,Groundnut,5540.00,4250.00,766.00,1.67,,1954,"Financial Year (Apr - Mar), 1954"
576,India,1965-66,Groundnut,7700.00,4260.00,554.00,3.37,,1965,"Financial Year (Apr - Mar), 1965"
577,India,2020-21,Tur (Arhar),4800.00,4280.00,892.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
578,India,2017-18,Tur (Arhar),4440.00,4290.00,967.00,3.93,,2017,"Financial Year (Apr - Mar), 2017"
579,India,1961-62,Maize,4510.00,4310.00,956.00,9.46,,1961,"Financial Year (Apr - Mar), 1961"
580,India,1968-69,Gram,7110.00,4310.00,607.00,18.83,,1968,"Financial Year (Apr - Mar), 1968"
581,India,1980-81,Gram,6580.00,4330.00,657.00,20.57,,1980,"Financial Year (Apr - Mar), 1980"
582,India,1956-57,Groundnut,5530.00,4370.00,783.00,1.79,,1956,"Financial Year (Apr - Mar), 1956"
583,India,1988-89,Rapeseed & Mustard,4830.00,4380.00,906.00,59.97,,1988,"Financial Year (Apr - Mar), 1988"
584,India,2007-08,Cotton,9410.00,4399.60,467.00,37.62,,2007,"Financial Year (Apr - Mar), 2007"
585,India,1966-67,Groundnut,7300.00,4410.00,604.00,4.78,,1966,"Financial Year (Apr - Mar), 1966"
586,India,1992-93,Gram,6450.00,4420.00,684.00,21.98,,1992,"Financial Year (Apr - Mar), 1992"
587,India,1972-73,Potato,510.00,4450.00,8821.00,,,1972,"Financial Year (Apr - Mar), 1972"
588,India,1966-67,Bajra,12240.00,4470.00,365.00,3.12,,1966,"Financial Year (Apr - Mar), 1966"
589,India,1963-64,Gram,9350.00,4500.00,481.00,13.65,,1963,"Financial Year (Apr - Mar), 1963"
590,India,1986-87,Bajra,11270.00,4510.00,401.00,5.98,,1986,"Financial Year (Apr - Mar), 1986"
591,India,1964-65,Bajra,11830.00,4520.00,382.00,2.32,,1964,"Financial Year (Apr - Mar), 1964"
592,India,1986-87,Gram,6980.00,4530.00,649.00,19.43,,1986,"Financial Year (Apr - Mar), 1986"
593,India,1972-73,Gram,6970.00,4540.00,651.00,15.65,,1972,"Financial Year (Apr - Mar), 1972"
594,India,1953-54,Bajra,12200.00,4550.00,373.00,3.11,,1953,"Financial Year (Apr - Mar), 1953"
595,India,2000-01,Onion,420.00,4550.00,10786.00,,,2000,"Financial Year (Apr - Mar), 2000"
596,India,1959-60,Groundnut,6440.00,4560.00,708.00,2.47,,1959,"Financial Year (Apr - Mar), 1959"
597,India,1963-64,Maize,4580.00,4560.00,995.00,11.40,,1963,"Financial Year (Apr - Mar), 1963"
598,India,1984-85,Gram,6910.00,4560.00,661.00,14.85,,1984,"Financial Year (Apr - Mar), 1984"
599,India,2016-17,Jowar,5620.00,4570.00,812.00,9.84,,2016,"Financial Year (Apr - Mar), 2016"
600,India,1962-63,Maize,4640.00,4610.00,994.00,11.45,,1962,"Financial Year (Apr - Mar), 1962"
601,India,1968-69,Groundnut,7090.00,4630.00,653.00,5.14,,1968,"Financial Year (Apr - Mar), 1968"
602,India,1981-82,Gram,7870.00,4640.00,590.00,17.87,,1981,"Financial Year (Apr - Mar), 1981"
603,India,2002-03,Soybean,6110.00,4650.00,762.00,,,2002,"Financial Year (Apr - Mar), 2002"
604,India,1964-65,Maize,4620.00,4660.00,1010.00,12.09,,1964,"Financial Year (Apr - Mar), 1964"
605,India,1991-92,Bajra,10030.00,4670.00,465.00,6.50,,1991,"Financial Year (Apr - Mar), 1991"
606,India,1997-98,Rapeseed & Mustard,7040.00,4700.00,668.00,58.98,,1997,"Financial Year (Apr - Mar), 1997"
607,India,2012-13,Groundnut,4720.00,4700.00,995.00,25.30,,2012,"Financial Year (Apr - Mar), 2012"
608,India,1957-58,Groundnut,6420.00,4710.00,734.00,2.85,,1957,"Financial Year (Apr - Mar), 1957"
609,India,2002-03,Bajra,7740.00,4720.00,610.00,9.62,,2002,"Financial Year (Apr - Mar), 2002"
610,India,1952-53,Nine Oilseeds,11180.00,4730.00,424.00,,,1952,"Financial Year (Apr - Mar), 1952"
611,India,1968-69,Potato,520.00,4730.00,9011.00,,,1968,"Financial Year (Apr - Mar), 1968"
612,India,1977-78,Bajra,11100.00,4730.00,426.00,4.43,,1977,"Financial Year (Apr - Mar), 1977"
613,India,1983-84,Gram,7160.00,4750.00,663.00,14.54,,1983,"Financial Year (Apr - Mar), 1983"
614,India,1993-94,Soybean,4370.00,4750.00,1086.00,,,1993,"Financial Year (Apr - Mar), 1993"
615,India,2018-19,Cotton,12610.00,4766.80,378.00,45.10,,2018,"Financial Year (Apr - Mar), 2018"
616,India,2019-20,Jowar,4820.00,4770.00,989.00,,,2019,"Financial Year (Apr - Mar), 2019"
617,India,2020-21,Jowar,4240.00,4780.00,1128.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
618,India,1992-93,Rapeseed & Mustard,6190.00,4800.00,776.00,60.05,,1992,"Financial Year (Apr - Mar), 1992"
619,India,2017-18,Jowar,5020.00,4800.00,956.00,10.12,,2017,"Financial Year (Apr - Mar), 2017"
620,India,1960-61,Groundnut,6460.00,4810.00,745.00,3.02,,1960,"Financial Year (Apr - Mar), 1960"
621,India,1970-71,Potato,480.00,4810.00,9976.00,,,1970,"Financial Year (Apr - Mar), 1970"
622,India,1965-66,Maize,4800.00,4820.00,1005.00,16.12,,1965,"Financial Year (Apr - Mar), 1965"
623,India,1953-54,Gram,7970.00,4830.00,606.00,14.02,,1953,"Financial Year (Apr - Mar), 1953"
624,India,1971-72,Potato,490.00,4830.00,9810.00,,,1971,"Financial Year (Apr - Mar), 1971"
625,India,2001-02,Onion,450.00,4830.00,10686.00,,,2001,"Financial Year (Apr - Mar), 2001"
626,India,1973-74,Potato,540.00,4860.00,8946.00,,,1973,"Financial Year (Apr - Mar), 1973"
627,India,2006-07,Groundnut,5620.00,4860.00,866.00,20.87,,2006,"Financial Year (Apr - Mar), 2006"
628,India,2016-17,Tur (Arhar),5340.00,4870.00,913.00,4.37,,2016,"Financial Year (Apr - Mar), 2016"
629,India,1957-58,Gram,9090.00,4890.00,538.00,12.46,,1957,"Financial Year (Apr - Mar), 1957"
630,India,1966-67,Maize,5070.00,4890.00,964.00,15.65,,1966,"Financial Year (Apr - Mar), 1966"
631,India,1999-00,Onion,490.00,4900.00,9932.00,,,1999,"Financial Year (Apr - Mar), 1999"
632,India,1993-94,Bajra,9550.00,4970.00,521.00,6.58,,1993,"Financial Year (Apr - Mar), 1993"
633,India,1993-94,Gram,6360.00,4980.00,783.00,24.03,,1993,"Financial Year (Apr - Mar), 1993"
634,India,1995-96,Gram,7120.00,4980.00,700.00,26.01,,1995,"Financial Year (Apr - Mar), 1995"
635,India,1961-62,Groundnut,6890.00,4990.00,725.00,3.35,,1961,"Financial Year (Apr - Mar), 1961"
636,India,1980-81,Groundnut,6800.00,5010.00,736.00,13.30,,1980,"Financial Year (Apr - Mar), 1980"
637,India,1951-52,Nine Oilseeds,11690.00,5030.00,430.00,,,1951,"Financial Year (Apr - Mar), 1951"
638,India,1962-63,Groundnut,7280.00,5060.00,695.00,2.64,,1962,"Financial Year (Apr - Mar), 1962"
639,India,1971-72,Gram,7910.00,5080.00,642.00,14.99,,1971,"Financial Year (Apr - Mar), 1971"
640,India,2001-02,Rapeseed & Mustard,5070.00,5080.00,1002.00,69.05,,2001,"Financial Year (Apr - Mar), 2001"
641,India,1971-72,Maize,5670.00,5100.00,900.00,14.32,,1971,"Financial Year (Apr - Mar), 1971"
642,India,1995-96,Soybean,5040.00,5100.00,1012.00,,,1995,"Financial Year (Apr - Mar), 1995"
643,India,2015-16,Cotton,12290.00,5101.70,415.00,32.60,,2015,"Financial Year (Apr - Mar), 2015"
644,India,1974-75,Groundnut,7060.00,5110.00,724.00,8.20,,1974,"Financial Year (Apr - Mar), 1974"
645,India,1985-86,Groundnut,7120.00,5120.00,719.00,14.79,,1985,"Financial Year (Apr - Mar), 1985"
646,India,1999-00,Gram,6150.00,5120.00,833.00,27.66,,1999,"Financial Year (Apr - Mar), 1999"
647,India,1969-70,Groundnut,7130.00,5130.00,720.00,5.75,,1969,"Financial Year (Apr - Mar), 1969"
648,India,1982-83,Bajra,10940.00,5130.00,469.00,5.96,,1982,"Financial Year (Apr - Mar), 1982"
649,India,1988-89,Gram,6810.00,5130.00,753.00,18.28,,1988,"Financial Year (Apr - Mar), 1988"
650,India,1950-51,Nine Oilseeds,10730.00,5160.00,481.00,,,1950,"Financial Year (Apr - Mar), 1950"
651,India,1958-59,Groundnut,6250.00,5180.00,828.00,2.51,,1958,"Financial Year (Apr - Mar), 1958"
652,India,1967-68,Bajra,12810.00,5190.00,405.00,2.97,,1967,"Financial Year (Apr - Mar), 1967"
653,India,1970-71,Gram,7840.00,5200.00,663.00,15.63,,1970,"Financial Year (Apr - Mar), 1970"
654,India,1990-91,Rapeseed & Mustard,5780.00,5230.00,904.00,59.82,,1990,"Financial Year (Apr - Mar), 1990"
655,India,1999-00,Groundnut,6870.00,5250.00,764.00,18.69,,1999,"Financial Year (Apr - Mar), 1999"
656,India,1976-77,Groundnut,7040.00,5260.00,747.00,5.90,,1976,"Financial Year (Apr - Mar), 1976"
657,India,1982-83,Groundnut,7220.00,5280.00,732.00,14.84,,1982,"Financial Year (Apr - Mar), 1982"
658,India,2000-01,Soybean,6420.00,5280.00,823.00,,,2000,"Financial Year (Apr - Mar), 2000"
659,India,2012-13,Jowar,6210.00,5280.00,850.00,9.65,,2012,"Financial Year (Apr - Mar), 2012"
660,India,1982-83,Gram,7400.00,5290.00,715.00,15.63,,1982,"Financial Year (Apr - Mar), 1982"
661,India,1963-64,Groundnut,6890.00,5300.00,769.00,3.03,,1963,"Financial Year (Apr - Mar), 1963"
662,India,1971-72,Bajra,11770.00,5320.00,452.00,3.65,,1971,"Financial Year (Apr - Mar), 1971"
663,India,1969-70,Bajra,12490.00,5330.00,426.00,4.20,,1969,"Financial Year (Apr - Mar), 1969"
664,India,1993-94,Rapeseed & Mustard,6290.00,5330.00,847.00,59.34,,1993,"Financial Year (Apr - Mar), 1993"
665,India,1998-99,Onion,470.00,5330.00,11391.00,,,1998,"Financial Year (Apr - Mar), 1998"
666,India,1980-81,Bajra,11660.00,5340.00,458.00,5.53,,1980,"Financial Year (Apr - Mar), 1980"
667,India,1962-63,Gram,9190.00,5360.00,583.00,13.72,,1962,"Financial Year (Apr - Mar), 1962"
668,India,1990-91,Gram,7520.00,5360.00,712.00,20.50,,1990,"Financial Year (Apr - Mar), 1990"
669,India,1953-54,Nine Oilseeds,10990.00,5370.00,488.00,,,1953,"Financial Year (Apr - Mar), 1953"
670,India,1995-96,Bajra,9320.00,5380.00,577.00,6.23,,1995,"Financial Year (Apr - Mar), 1995"
671,India,1996-97,Soybean,5440.00,5380.00,989.00,,,1996,"Financial Year (Apr - Mar), 1996"
672,India,1977-78,Gram,7970.00,5410.00,678.00,14.71,,1977,"Financial Year (Apr - Mar), 1977"
673,India,1955-56,Gram,9780.00,5420.00,554.00,12.10,,1955,"Financial Year (Apr - Mar), 1955"
674,India,1976-77,Gram,7970.00,5420.00,680.00,15.20,,1976,"Financial Year (Apr - Mar), 1976"
675,India,2009-10,Groundnut,5480.00,5430.00,991.00,23.99,,2009,"Financial Year (Apr - Mar), 2009"
676,India,2014-15,Jowar,6160.00,5450.00,884.00,9.90,,2014,"Financial Year (Apr - Mar), 2014"
677,India,2001-02,Gram,6420.00,5470.00,853.00,30.71,,2001,"Financial Year (Apr - Mar), 2001"
678,India,2004-05,Gram,6710.00,5470.00,815.00,31.12,,2004,"Financial Year (Apr - Mar), 2004"
679,India,1950-51,Jowar,15570.00,5500.00,353.00,2.98,,1950,"Financial Year (Apr - Mar), 1950"
680,India,2016-17,Cotton,10830.00,5538.60,512.00,34.00,,2016,"Financial Year (Apr - Mar), 2016"
681,India,1981-82,Bajra,11780.00,5540.00,470.00,5.95,,1981,"Financial Year (Apr - Mar), 1981"
682,India,2013-14,Jowar,5790.00,5540.00,956.00,9.58,,2013,"Financial Year (Apr - Mar), 2013"
683,India,1969-70,Gram,7750.00,5550.00,715.00,17.32,,1969,"Financial Year (Apr - Mar), 1969"
684,India,1974-75,Maize,5860.00,5560.00,948.00,20.98,,1974,"Financial Year (Apr - Mar), 1974"
685,India,1978-79,Bajra,11390.00,5570.00,489.00,4.37,,1978,"Financial Year (Apr - Mar), 1978"
686,India,1996-97,Gram,6850.00,5570.00,813.00,25.70,,1996,"Financial Year (Apr - Mar), 1996"
687,India,2017-18,Cotton,12590.00,5577.70,443.00,33.20,,2017,"Financial Year (Apr - Mar), 2017"
688,India,1979-80,Maize,5720.00,5600.00,979.00,23.98,,1979,"Financial Year (Apr - Mar), 1979"
689,India,2005-06,Gram,6930.00,5600.00,808.00,31.42,,2005,"Financial Year (Apr - Mar), 2005"
690,India,2010-11,Cotton,11240.00,5610.00,499.00,33.81,,2010,"Financial Year (Apr - Mar), 2010"
691,India,1954-55,Gram,9250.00,5620.00,608.00,12.76,,1954,"Financial Year (Apr - Mar), 1954"
692,India,1959-60,Gram,10330.00,5620.00,544.00,12.35,,1959,"Financial Year (Apr - Mar), 1959"
693,India,1998-99,Rapeseed & Mustard,6510.00,5660.00,869.00,61.70,,1998,"Financial Year (Apr - Mar), 1998"
694,India,1969-70,Maize,5860.00,5670.00,968.00,18.23,,1969,"Financial Year (Apr - Mar), 1969"
695,India,1968-69,Maize,5720.00,5700.00,997.00,19.53,,1968,"Financial Year (Apr - Mar), 1968"
696,India,1987-88,Maize,5560.00,5720.00,1029.00,21.22,,1987,"Financial Year (Apr - Mar), 1987"
697,India,2003-04,Gram,7050.00,5720.00,811.00,30.44,,2003,"Financial Year (Apr - Mar), 2003"
698,India,1955-56,Nine Oilseeds,12090.00,5730.00,474.00,,,1955,"Financial Year (Apr - Mar), 1955"
699,India,1967-68,Groundnut,7550.00,5730.00,759.00,5.36,,1967,"Financial Year (Apr - Mar), 1967"
700,India,1975-76,Bajra,11570.00,5740.00,496.00,5.08,,1975,"Financial Year (Apr - Mar), 1975"
701,India,1978-79,Gram,7710.00,5740.00,745.00,15.63,,1978,"Financial Year (Apr - Mar), 1978"
702,India,2007-08,Gram,7540.00,5750.00,762.00,34.21,,2007,"Financial Year (Apr - Mar), 2007"
703,India,1994-95,Rapeseed & Mustard,6010.00,5760.00,958.00,62.77,,1994,"Financial Year (Apr - Mar), 1994"
704,India,1979-80,Groundnut,7170.00,5770.00,805.00,12.05,,1979,"Financial Year (Apr - Mar), 1979"
705,India,1964-65,Gram,8870.00,5780.00,651.00,15.84,,1964,"Financial Year (Apr - Mar), 1964"
706,India,1999-00,Bajra,8900.00,5780.00,650.00,8.11,,1999,"Financial Year (Apr - Mar), 1999"
707,India,1961-62,Gram,9570.00,5790.00,605.00,12.22,,1961,"Financial Year (Apr - Mar), 1961"
708,India,1985-86,Gram,7800.00,5790.00,742.00,15.63,,1985,"Financial Year (Apr - Mar), 1985"
709,India,1999-00,Rapeseed & Mustard,6030.00,5790.00,961.00,63.30,,1999,"Financial Year (Apr - Mar), 1999"
710,India,1973-74,Maize,6020.00,5800.00,965.00,14.66,,1973,"Financial Year (Apr - Mar), 1973"
711,India,2012-13,Cotton,11980.00,5817.40,486.00,33.80,,2012,"Financial Year (Apr - Mar), 2012"
712,India,2007-08,Rapeseed & Mustard,5830.00,5830.00,1001.00,76.01,,2007,"Financial Year (Apr - Mar), 2007"
713,India,1976-77,Bajra,10750.00,5850.00,544.00,4.89,,1976,"Financial Year (Apr - Mar), 1976"
714,India,1987-88,Groundnut,6840.00,5850.00,855.00,19.01,,1987,"Financial Year (Apr - Mar), 1987"
715,India,1991-92,Rapeseed & Mustard,6550.00,5860.00,895.00,63.87,,1991,"Financial Year (Apr - Mar), 1991"
716,India,1975-76,Gram,8320.00,5880.00,707.00,16.54,,1975,"Financial Year (Apr - Mar), 1975"
717,India,1986-87,Groundnut,6980.00,5880.00,841.00,15.10,,1986,"Financial Year (Apr - Mar), 1986"
718,India,2014-15,Cotton,12820.00,5916.00,462.00,33.75,,2014,"Financial Year (Apr - Mar), 2014"
719,India,2003-04,Onion,500.00,5920.00,11784.00,,,2003,"Financial Year (Apr - Mar), 2003"
720,India,1973-74,Groundnut,7020.00,5930.00,845.00,9.13,,1973,"Financial Year (Apr - Mar), 1973"
721,India,2001-02,Soybean,6340.00,5960.00,940.00,,,2001,"Financial Year (Apr - Mar), 2001"
722,India,1967-68,Gram,8260.00,5970.00,723.00,15.58,,1967,"Financial Year (Apr - Mar), 1967"
723,India,1977-78,Maize,5680.00,5970.00,1051.00,16.32,,1977,"Financial Year (Apr - Mar), 1977"
724,India,2011-12,Jowar,6250.00,5980.00,957.00,9.68,,2011,"Financial Year (Apr - Mar), 2011"
725,India,2011-12,Cotton,12180.00,5984.00,491.00,35.90,,2011,"Financial Year (Apr - Mar), 2011"
726,India,1964-65,Groundnut,7380.00,6000.00,814.00,2.94,,1964,"Financial Year (Apr - Mar), 1964"
727,India,1995-96,Rapeseed & Mustard,6550.00,6000.00,916.00,66.36,,1995,"Financial Year (Apr - Mar), 1995"
728,India,2020-21,Cotton,13010.00,6014.60,462.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
729,India,1984-85,Bajra,10620.00,6050.00,569.00,5.15,,1984,"Financial Year (Apr - Mar), 1984"
730,India,1951-52,Jowar,15940.00,6080.00,381.00,3.46,,1951,"Financial Year (Apr - Mar), 1951"
731,India,1977-78,Groundnut,7030.00,6090.00,866.00,8.11,,1977,"Financial Year (Apr - Mar), 1977"
732,India,2013-14,Cotton,11960.00,6103.00,510.00,32.48,,2013,"Financial Year (Apr - Mar), 2013"
733,India,1970-71,Groundnut,7330.00,6110.00,834.00,7.55,,1970,"Financial Year (Apr - Mar), 1970"
734,India,1997-98,Gram,7560.00,6130.00,811.00,21.98,,1997,"Financial Year (Apr - Mar), 1997"
735,India,2019-20,Cotton,13480.00,6131.90,455.00,,,2019,"Financial Year (Apr - Mar), 2019"
736,India,1951-52,Wheat,9470.00,6180.00,653.00,35.76,,1951,"Financial Year (Apr - Mar), 1951"
737,India,1971-72,Groundnut,7510.00,6180.00,823.00,7.28,,1971,"Financial Year (Apr - Mar), 1971"
738,India,1978-79,Maize,5760.00,6200.00,1076.00,16.34,,1978,"Financial Year (Apr - Mar), 1978"
739,India,1978-79,Groundnut,7430.00,6210.00,835.00,9.59,,1978,"Financial Year (Apr - Mar), 1978"
740,India,1956-57,Gram,9670.00,6230.00,644.00,10.84,,1956,"Financial Year (Apr - Mar), 1956"
741,India,1974-75,Potato,590.00,6230.00,10598.00,,,1974,"Financial Year (Apr - Mar), 1974"
742,India,1960-61,Gram,9280.00,6250.00,673.00,11.94,,1960,"Financial Year (Apr - Mar), 1960"
743,India,1967-68,Maize,5580.00,6270.00,1123.00,11.89,,1967,"Financial Year (Apr - Mar), 1967"
